CovidDate,StateCode
7/28/2020,MO
7/28/2020,MT
7/28/2020,NE
7/28/2020,NV
7/28/2020,NH
7/28/2020,NJ
7/28/2020,NM
7/28/2020,NY
7/28/2020,NC
7/28/2020,ND
7/28/2020,OH
7/28/2020,OK
7/28/2020,OR
7/28/2020,PA
7/28/2020,RI
7/28/2020,SC
7/28/2020,SD
7/28/2020,TN
7/28/2020,TX
7/28/2020,UT
7/28/2020,VT
7/28/2020,VA
7/28/2020,WA
7/28/2020,WV
7/28/2020,WI
7/28/2020,WY
7/29/2020,AL
7/29/2020,AK
7/29/2020,AZ
7/29/2020,AR
7/29/2020,CA
7/29/2020,CO
7/29/2020,CT
7/29/2020,DE
7/29/2020,DC
7/29/2020,FL
7/29/2020,GA
7/29/2020,HI
7/29/2020,ID
7/29/2020,IL
7/29/2020,IN
7/29/2020,IA
7/29/2020,KS
7/29/2020,KY
7/29/2020,LA
7/29/2020,ME
7/29/2020,MD
7/29/2020,MA
7/29/2020,MI
7/29/2020,MN
7/29/2020,MS
7/29/2020,MO
7/29/2020,MT
7/29/2020,NE
7/29/2020,NV
7/29/2020,NH
7/29/2020,NJ
7/29/2020,NM
7/29/2020,NY
7/29/2020,NC
7/29/2020,ND
7/29/2020,OH
7/29/2020,OK
7/29/2020,OR
7/29/2020,PA
7/29/2020,RI
7/29/2020,SC
7/29/2020,SD
7/29/2020,TN
7/29/2020,TX
7/29/2020,UT
7/29/2020,VT
7/29/2020,VA
7/29/2020,WA
7/29/2020,WV
7/29/2020,WI
7/29/2020,WY
7/30/2020,AL
7/30/2020,AK
7/30/2020,AZ
7/30/2020,AR
7/30/2020,CA
7/30/2020,CO
7/30/2020,CT
7/30/2020,DE
7/30/2020,DC
7/30/2020,FL
7/30/2020,GA
7/30/2020,HI
7/30/2020,ID
7/30/2020,IL
7/30/2020,IN
7/30/2020,IA
7/30/2020,KS
7/30/2020,KY
7/30/2020,LA
7/30/2020,ME
7/30/2020,MD
7/30/2020,MA
7/30/2020,MI
7/30/2020,MN
7/30/2020,MS
7/30/2020,MO
7/30/2020,MT
7/30/2020,NE
7/30/2020,NV
7/30/2020,NH
7/30/2020,NJ
7/30/2020,NM
7/30/2020,NY
7/30/2020,NC
7/30/2020,ND
7/30/2020,OH
7/30/2020,OK
7/30/2020,OR
7/30/2020,PA
7/30/2020,RI
7/30/2020,SC
7/30/2020,SD
7/30/2020,TN
7/30/2020,TX
7/30/2020,UT
7/30/2020,VT
7/30/2020,VA
7/30/2020,WA
7/30/2020,WV
7/30/2020,WI
7/30/2020,WY
7/31/2020,AL
7/31/2020,AK
7/31/2020,AZ
7/31/2020,AR
7/31/2020,CA
7/31/2020,CO
7/31/2020,CT
7/31/2020,DE
7/31/2020,DC
7/31/2020,FL
7/31/2020,GA
7/31/2020,HI
7/31/2020,ID
7/31/2020,IL
7/31/2020,IN
7/31/2020,IA
7/31/2020,KS
7/31/2020,KY
7/31/2020,LA
7/31/2020,ME
7/31/2020,MD
7/31/2020,MA
7/31/2020,MI
7/31/2020,MN
7/31/2020,MS
7/31/2020,MO
7/31/2020,MT
7/31/2020,NE
7/31/2020,NV
7/31/2020,NH
7/31/2020,NJ
7/31/2020,NM
7/31/2020,NY
7/31/2020,NC
7/31/2020,ND
7/31/2020,OH
7/31/2020,OK
7/31/2020,OR
7/31/2020,PA
7/31/2020,RI
7/31/2020,SC
7/31/2020,SD
7/31/2020,TN
7/31/2020,TX
7/31/2020,UT
7/31/2020,VT
7/31/2020,VA
7/31/2020,WA
7/31/2020,WV
7/31/2020,WI
7/31/2020,WY
8/1/2020,AL
8/1/2020,AK
8/1/2020,AZ
8/1/2020,AR
8/1/2020,CA
8/1/2020,CO
8/1/2020,CT
8/1/2020,DE
8/1/2020,DC
8/1/2020,FL
8/1/2020,GA
8/1/2020,HI
8/1/2020,ID
8/1/2020,IL
8/1/2020,IN
8/1/2020,IA
8/1/2020,KS
8/1/2020,KY
8/1/2020,LA
8/1/2020,ME
8/1/2020,MD
8/1/2020,MA
8/1/2020,MI
8/1/2020,MN
8/1/2020,MS
8/1/2020,MO
8/1/2020,MT
8/1/2020,NE
8/1/2020,NV
8/1/2020,NH
8/1/2020,NJ
8/1/2020,NM
8/1/2020,NY
8/1/2020,NC
8/1/2020,ND
8/1/2020,OH
8/1/2020,OK
8/1/2020,OR
8/1/2020,PA
8/1/2020,RI
8/1/2020,SC
8/1/2020,SD
8/1/2020,TN
8/1/2020,TX
8/1/2020,UT
8/1/2020,VT
8/1/2020,VA
8/1/2020,WA
8/1/2020,WV
8/1/2020,WI
8/1/2020,WY
8/2/2020,AL
8/2/2020,AK
8/2/2020,AZ
8/2/2020,AR
8/2/2020,CA
8/2/2020,CO
8/2/2020,CT
8/2/2020,DE
8/2/2020,DC
8/2/2020,FL
8/2/2020,GA
8/2/2020,HI
8/2/2020,ID
8/2/2020,IL
8/2/2020,IN
8/2/2020,IA
8/2/2020,KS
8/2/2020,KY
8/2/2020,LA
8/2/2020,ME
8/2/2020,MD
8/2/2020,MA
8/2/2020,MI
8/2/2020,MN
8/2/2020,MS
8/2/2020,MO
8/2/2020,MT
8/2/2020,NE
8/2/2020,NV
8/2/2020,NH
8/2/2020,NJ
8/2/2020,NM
8/2/2020,NY
8/2/2020,NC
8/2/2020,ND
8/2/2020,OH
8/2/2020,OK
8/2/2020,OR
8/2/2020,PA
8/2/2020,RI
8/2/2020,SC
8/2/2020,SD
8/2/2020,TN
8/2/2020,TX
8/2/2020,UT
8/2/2020,VT
8/2/2020,VA
8/2/2020,WA
8/2/2020,WV
8/2/2020,WI
8/2/2020,WY
8/3/2020,AL
8/3/2020,AK
8/3/2020,AZ
8/3/2020,AR
8/3/2020,CA
8/3/2020,CO
8/3/2020,CT
8/3/2020,DE
8/3/2020,DC
8/3/2020,FL
8/3/2020,GA
8/3/2020,HI
8/3/2020,ID
8/3/2020,IL
8/3/2020,IN
8/3/2020,IA
8/3/2020,KS
8/3/2020,KY
8/3/2020,LA
8/3/2020,ME
8/3/2020,MD
8/3/2020,MA
8/3/2020,MI
8/3/2020,MN
8/3/2020,MS
8/3/2020,MO
8/3/2020,MT
8/3/2020,NE
8/3/2020,NV
8/3/2020,NH
8/3/2020,NJ
8/3/2020,NM
8/3/2020,NY
8/3/2020,NC
8/3/2020,ND
8/3/2020,OH
8/3/2020,OK
8/3/2020,OR
8/3/2020,PA
8/3/2020,RI
8/3/2020,SC
8/3/2020,SD
8/3/2020,TN
8/3/2020,TX
8/3/2020,UT
8/3/2020,VT
8/3/2020,VA
8/3/2020,WA
8/3/2020,WV
8/3/2020,WI
8/3/2020,WY
8/4/2020,AL
8/4/2020,AK
8/4/2020,AZ
8/4/2020,AR
8/4/2020,CA
8/4/2020,CO
8/4/2020,CT
8/4/2020,DE
8/4/2020,DC
8/4/2020,FL
8/4/2020,GA
8/4/2020,HI
8/4/2020,ID
8/4/2020,IL
8/4/2020,IN
8/4/2020,IA
8/4/2020,KS
8/4/2020,KY
8/4/2020,LA
8/4/2020,ME
8/4/2020,MD
8/4/2020,MA
8/4/2020,MI
8/4/2020,MN
8/4/2020,MS
8/4/2020,MO
8/4/2020,MT
8/4/2020,NE
8/4/2020,NV
8/4/2020,NH
8/4/2020,NJ
8/4/2020,NM
8/4/2020,NY
8/4/2020,NC
8/4/2020,ND
8/4/2020,OH
8/4/2020,OK
8/4/2020,OR
8/4/2020,PA
8/4/2020,RI
8/4/2020,SC
8/4/2020,SD
8/4/2020,TN
8/4/2020,TX
8/4/2020,UT
8/4/2020,VT
8/4/2020,VA
8/4/2020,WA
8/4/2020,WV
8/4/2020,WI
8/4/2020,WY
8/5/2020,AL
8/5/2020,AK
8/5/2020,AZ
8/5/2020,AR
8/5/2020,CA
8/5/2020,CO
8/5/2020,CT
8/5/2020,DE
8/5/2020,DC
8/5/2020,FL
8/5/2020,GA
8/5/2020,HI
8/5/2020,ID
8/5/2020,IL
8/5/2020,IN
8/5/2020,IA
8/5/2020,KS
8/5/2020,KY
8/5/2020,LA
8/5/2020,ME
8/5/2020,MD
8/5/2020,MA
8/5/2020,MI
8/5/2020,MN
8/5/2020,MS
8/5/2020,MO
8/5/2020,MT
8/5/2020,NE
8/5/2020,NV
8/5/2020,NH
8/5/2020,NJ
8/5/2020,NM
8/5/2020,NY
8/5/2020,NC
8/5/2020,ND
8/5/2020,OH
8/5/2020,OK
8/5/2020,OR
8/5/2020,PA
8/5/2020,RI
8/5/2020,SC
8/5/2020,SD
8/5/2020,TN
8/5/2020,TX
8/5/2020,UT
8/5/2020,VT
8/5/2020,VA
8/5/2020,WA
8/5/2020,WV
8/5/2020,WI
8/5/2020,WY
8/6/2020,AL
8/6/2020,AK
8/6/2020,AZ
8/6/2020,AR
8/6/2020,CA
8/6/2020,CO
8/6/2020,CT
8/6/2020,DE
8/6/2020,DC
8/6/2020,FL
8/6/2020,GA
8/6/2020,HI
8/6/2020,ID
8/6/2020,IL
8/6/2020,IN
8/6/2020,IA
8/6/2020,KS
8/6/2020,KY
8/6/2020,LA
8/6/2020,ME
8/6/2020,MD
8/6/2020,MA
8/6/2020,MI
8/6/2020,MN
8/6/2020,MS
8/6/2020,MO
8/6/2020,MT
8/6/2020,NE
8/6/2020,NV
8/6/2020,NH
8/6/2020,NJ
8/6/2020,NM
8/6/2020,NY
8/6/2020,NC
8/6/2020,ND
8/6/2020,OH
8/6/2020,OK
8/6/2020,OR
8/6/2020,PA
8/6/2020,RI
8/6/2020,SC
8/6/2020,SD
8/6/2020,TN
8/6/2020,TX
8/6/2020,UT
8/6/2020,VT
8/6/2020,VA
8/6/2020,WA
8/6/2020,WV
8/6/2020,WI
8/6/2020,WY
8/7/2020,AL
8/7/2020,AK
8/7/2020,AZ
8/7/2020,AR
8/7/2020,CA
8/7/2020,CO
8/7/2020,CT
8/7/2020,DE
8/7/2020,DC
8/7/2020,FL
8/7/2020,GA
8/7/2020,HI
8/7/2020,ID
8/7/2020,IL
8/7/2020,IN
8/7/2020,IA
8/7/2020,KS
8/7/2020,KY
8/7/2020,LA
8/7/2020,ME
8/7/2020,MD
8/7/2020,MA
8/7/2020,MI
8/7/2020,MN
8/7/2020,MS
8/7/2020,MO
8/7/2020,MT
8/7/2020,NE
8/7/2020,NV
8/7/2020,NH
8/7/2020,NJ
8/7/2020,NM
8/7/2020,NY
8/7/2020,NC
8/7/2020,ND
8/7/2020,OH
8/7/2020,OK
8/7/2020,OR
8/7/2020,PA
8/7/2020,RI
8/7/2020,SC
8/7/2020,SD
8/7/2020,TN
8/7/2020,TX
8/7/2020,UT
8/7/2020,VT
8/7/2020,VA
8/7/2020,WA
8/7/2020,WV
8/7/2020,WI
8/7/2020,WY
8/8/2020,AL
8/8/2020,AK
8/8/2020,AZ
8/8/2020,AR
8/8/2020,CA
8/8/2020,CO
8/8/2020,CT
8/8/2020,DE
8/8/2020,DC
8/8/2020,FL
8/8/2020,GA
8/8/2020,HI
8/8/2020,ID
8/8/2020,IL
8/8/2020,IN
8/8/2020,IA
8/8/2020,KS
8/8/2020,KY
8/8/2020,LA
8/8/2020,ME
8/8/2020,MD
8/8/2020,MA
8/8/2020,MI
8/8/2020,MN
8/8/2020,MS
8/8/2020,MO
8/8/2020,MT
8/8/2020,NE
8/8/2020,NV
8/8/2020,NH
8/8/2020,NJ
8/8/2020,NM
8/8/2020,NY
8/8/2020,NC
8/8/2020,ND
8/8/2020,OH
8/8/2020,OK
8/8/2020,OR
8/8/2020,PA
8/8/2020,RI
8/8/2020,SC
8/8/2020,SD
8/8/2020,TN
8/8/2020,TX
8/8/2020,UT
8/8/2020,VT
8/8/2020,VA
8/8/2020,WA
8/8/2020,WV
8/8/2020,WI
8/8/2020,WY
8/9/2020,AL
8/9/2020,AK
8/9/2020,AZ
8/9/2020,AR
8/9/2020,CA
8/9/2020,CO
8/9/2020,CT
8/9/2020,DE
8/9/2020,DC
8/9/2020,FL
8/9/2020,GA
8/9/2020,HI
8/9/2020,ID
8/9/2020,IL
8/9/2020,IN
8/9/2020,IA
8/9/2020,KS
8/9/2020,KY
8/9/2020,LA
8/9/2020,ME
8/9/2020,MD
8/9/2020,MA
8/9/2020,MI
8/9/2020,MN
8/9/2020,MS
8/9/2020,MO
8/9/2020,MT
8/9/2020,NE
8/9/2020,NV
8/9/2020,NH
8/9/2020,NJ
8/9/2020,NM
8/9/2020,NY
8/9/2020,NC
8/9/2020,ND
8/9/2020,OH
8/9/2020,OK
8/9/2020,OR
8/9/2020,PA
8/9/2020,RI
8/9/2020,SC
8/9/2020,SD
8/9/2020,TN
8/9/2020,TX
8/9/2020,UT
8/9/2020,VT
8/9/2020,VA
8/9/2020,WA
8/9/2020,WV
8/9/2020,WI
8/9/2020,WY
8/10/2020,AL
8/10/2020,AK
8/10/2020,AZ
8/10/2020,AR
8/10/2020,CA
8/10/2020,CO
8/10/2020,CT
8/10/2020,DE
8/10/2020,DC
8/10/2020,FL
8/10/2020,GA
8/10/2020,HI
8/10/2020,ID
8/10/2020,IL
8/10/2020,IN
8/10/2020,IA
8/10/2020,KS
8/10/2020,KY
8/10/2020,LA
8/10/2020,ME
8/10/2020,MD
8/10/2020,MA
8/10/2020,MI
8/10/2020,MN
8/10/2020,MS
8/10/2020,MO
8/10/2020,MT
8/10/2020,NE
8/10/2020,NV
8/10/2020,NH
8/10/2020,NJ
8/10/2020,NM
8/10/2020,NY
8/10/2020,NC
8/10/2020,ND
8/10/2020,OH
8/10/2020,OK
8/10/2020,OR
8/10/2020,PA
8/10/2020,RI
8/10/2020,SC
8/10/2020,SD
8/10/2020,TN
8/10/2020,TX
8/10/2020,UT
8/10/2020,VT
8/10/2020,VA
8/10/2020,WA
8/10/2020,WV
8/10/2020,WI
8/10/2020,WY
8/11/2020,AL
8/11/2020,AK
8/11/2020,AZ
8/11/2020,AR
8/11/2020,CA
8/11/2020,CO
8/11/2020,CT
8/11/2020,DE
8/11/2020,DC
8/11/2020,FL
8/11/2020,GA
8/11/2020,HI
8/11/2020,ID
8/11/2020,IL
8/11/2020,IN
8/11/2020,IA
8/11/2020,KS
8/11/2020,KY
8/11/2020,LA
8/11/2020,ME
8/11/2020,MD
8/11/2020,MA
8/11/2020,MI
8/11/2020,MN
8/11/2020,MS
8/11/2020,MO
8/11/2020,MT
8/11/2020,NE
8/11/2020,NV
8/11/2020,NH
8/11/2020,NJ
8/11/2020,NM
8/11/2020,NY
8/11/2020,NC
8/11/2020,ND
8/11/2020,OH
8/11/2020,OK
8/11/2020,OR
8/11/2020,PA
8/11/2020,RI
8/11/2020,SC
8/11/2020,SD
8/11/2020,TN
8/11/2020,TX
8/11/2020,UT
8/11/2020,VT
8/11/2020,VA
8/11/2020,WA
8/11/2020,WV
8/11/2020,WI
8/11/2020,WY
8/12/2020,AL
8/12/2020,AK
8/12/2020,AZ
8/12/2020,AR
8/12/2020,CA
8/12/2020,CO
8/12/2020,CT
8/12/2020,DE
8/12/2020,DC
8/12/2020,FL
8/12/2020,GA
8/12/2020,HI
8/12/2020,ID
8/12/2020,IL
8/12/2020,IN
8/12/2020,IA
8/12/2020,KS
8/12/2020,KY
8/12/2020,LA
8/12/2020,ME
8/12/2020,MD
8/12/2020,MA
8/12/2020,MI
8/12/2020,MN
8/12/2020,MS
8/12/2020,MO
8/12/2020,MT
8/12/2020,NE
8/12/2020,NV
8/12/2020,NH
8/12/2020,NJ
8/12/2020,NM
8/12/2020,NY
8/12/2020,NC
8/12/2020,ND
8/12/2020,OH
8/12/2020,OK
8/12/2020,OR
8/12/2020,PA
8/12/2020,RI
8/12/2020,SC
8/12/2020,SD
8/12/2020,TN
8/12/2020,TX
8/12/2020,UT
8/12/2020,VT
8/12/2020,VA
8/12/2020,WA
8/12/2020,WV
8/12/2020,WI
8/12/2020,WY
8/13/2020,AL
8/13/2020,AK
8/13/2020,AZ
8/13/2020,AR
8/13/2020,CA
8/13/2020,CO
8/13/2020,CT
8/13/2020,DE
8/13/2020,DC
8/13/2020,FL
8/13/2020,GA
8/13/2020,HI
8/13/2020,ID
8/13/2020,IL
8/13/2020,IN
8/13/2020,IA
8/13/2020,KS
8/13/2020,KY
8/13/2020,LA
8/13/2020,ME
8/13/2020,MD
8/13/2020,MA
8/13/2020,MI
8/13/2020,MN
8/13/2020,MS
8/13/2020,MO
8/13/2020,MT
8/13/2020,NE
8/13/2020,NV
8/13/2020,NH
8/13/2020,NJ
8/13/2020,NM
8/13/2020,NY
8/13/2020,NC
8/13/2020,ND
8/13/2020,OH
8/13/2020,OK
8/13/2020,OR
8/13/2020,PA
8/13/2020,RI
8/13/2020,SC
8/13/2020,SD
8/13/2020,TN
8/13/2020,TX
8/13/2020,UT
8/13/2020,VT
8/13/2020,VA
8/13/2020,WA
8/13/2020,WV
8/13/2020,WI
8/13/2020,WY
8/14/2020,AL
8/14/2020,AK
8/14/2020,AZ
8/14/2020,AR
8/14/2020,CA
8/14/2020,CO
8/14/2020,CT
8/14/2020,DE
8/14/2020,DC
8/14/2020,FL
8/14/2020,GA
8/14/2020,HI
8/14/2020,ID
8/14/2020,IL
8/14/2020,IN
8/14/2020,IA
8/14/2020,KS
8/14/2020,KY
8/14/2020,LA
8/14/2020,ME
8/14/2020,MD
8/14/2020,MA
8/14/2020,MI
8/14/2020,MN
8/14/2020,MS
8/14/2020,MO
8/14/2020,MT
8/14/2020,NE
8/14/2020,NV
8/14/2020,NH
8/14/2020,NJ
8/14/2020,NM
8/14/2020,NY
8/14/2020,NC
8/14/2020,ND
8/14/2020,OH
8/14/2020,OK
8/14/2020,OR
8/14/2020,PA
8/14/2020,RI
8/14/2020,SC
8/14/2020,SD
8/14/2020,TN
8/14/2020,TX
8/14/2020,UT
8/14/2020,VT
8/14/2020,VA
8/14/2020,WA
8/14/2020,WV
8/14/2020,WI
8/14/2020,WY
8/15/2020,AL
8/15/2020,AK
8/15/2020,AZ
8/15/2020,AR
8/15/2020,CA
8/15/2020,CO
8/15/2020,CT
8/15/2020,DE
8/15/2020,DC
8/15/2020,FL
8/15/2020,GA
8/15/2020,HI
8/15/2020,ID
8/15/2020,IL
8/15/2020,IN
8/15/2020,IA
8/15/2020,KS
8/15/2020,KY
8/15/2020,LA
8/15/2020,ME
8/15/2020,MD
8/15/2020,MA
8/15/2020,MI
8/15/2020,MN
8/15/2020,MS
8/15/2020,MO
8/15/2020,MT
8/15/2020,NE
8/15/2020,NV
8/15/2020,NH
8/15/2020,NJ
8/15/2020,NM
8/15/2020,NY
8/15/2020,NC
8/15/2020,ND
8/15/2020,OH
8/15/2020,OK
8/15/2020,OR
8/15/2020,PA
8/15/2020,RI
8/15/2020,SC
8/15/2020,SD
8/15/2020,TN
8/15/2020,TX
8/15/2020,UT
8/15/2020,VT
8/15/2020,VA
8/15/2020,WA
8/15/2020,WV
8/15/2020,WI
8/15/2020,WY
8/16/2020,AL
8/16/2020,AK
8/16/2020,AZ
8/16/2020,AR
8/16/2020,CA
8/16/2020,CO
8/16/2020,CT
8/16/2020,DE
8/16/2020,DC
8/16/2020,FL
8/16/2020,GA
8/16/2020,HI
8/16/2020,ID
8/16/2020,IL
8/16/2020,IN
8/16/2020,IA
8/16/2020,KS
8/16/2020,KY
8/16/2020,LA
8/16/2020,ME
8/16/2020,MD
8/16/2020,MA
8/16/2020,MI
8/16/2020,MN
8/16/2020,MS
8/16/2020,MO
8/16/2020,MT
8/16/2020,NE
8/16/2020,NV
8/16/2020,NH
8/16/2020,NJ
8/16/2020,NM
8/16/2020,NY
8/16/2020,NC
8/16/2020,ND
8/16/2020,OH
8/16/2020,OK
8/16/2020,OR
8/16/2020,PA
8/16/2020,RI
8/16/2020,SC
8/16/2020,SD
8/16/2020,TN
8/16/2020,TX
8/16/2020,UT
8/16/2020,VT
8/16/2020,VA
8/16/2020,WA
8/16/2020,WV
8/16/2020,WI
8/16/2020,WY
8/17/2020,AL
8/17/2020,AK
8/17/2020,AZ
8/17/2020,AR
8/17/2020,CA
8/17/2020,CO
8/17/2020,CT
8/17/2020,DE
8/17/2020,DC
8/17/2020,FL
8/17/2020,GA
8/17/2020,HI
8/17/2020,ID
8/17/2020,IL
8/17/2020,IN
8/17/2020,IA
8/17/2020,KS
8/17/2020,KY
8/17/2020,LA
8/17/2020,ME
8/17/2020,MD
8/17/2020,MA
8/17/2020,MI
8/17/2020,MN
8/17/2020,MS
8/17/2020,MO
8/17/2020,MT
8/17/2020,NE
8/17/2020,NV
8/17/2020,NH
8/17/2020,NJ
8/17/2020,NM
8/17/2020,NY
8/17/2020,NC
8/17/2020,ND
8/17/2020,OH
8/17/2020,OK
8/17/2020,OR
8/17/2020,PA
8/17/2020,RI
8/17/2020,SC
8/17/2020,SD
8/17/2020,TN
8/17/2020,TX
8/17/2020,UT
8/17/2020,VT
8/17/2020,VA
8/17/2020,WA
8/17/2020,WV
8/17/2020,WI
8/17/2020,WY
8/18/2020,AL
8/18/2020,AK
8/18/2020,AZ
8/18/2020,AR
8/18/2020,CA
8/18/2020,CO
8/18/2020,CT
8/18/2020,DE
8/18/2020,DC
8/18/2020,FL
8/18/2020,GA
8/18/2020,HI
8/18/2020,ID
8/18/2020,IL
8/18/2020,IN
8/18/2020,IA
8/18/2020,KS
8/18/2020,KY
8/18/2020,LA
8/18/2020,ME
8/18/2020,MD
8/18/2020,MA
8/18/2020,MI
8/18/2020,MN
8/18/2020,MS
8/18/2020,MO
8/18/2020,MT
8/18/2020,NE
8/18/2020,NV
8/18/2020,NH
8/18/2020,NJ
8/18/2020,NM
8/18/2020,NY
8/18/2020,NC
8/18/2020,ND
8/18/2020,OH
8/18/2020,OK
8/18/2020,OR
8/18/2020,PA
8/18/2020,RI
8/18/2020,SC
8/18/2020,SD
8/18/2020,TN
8/18/2020,TX
8/18/2020,UT
8/18/2020,VT
8/18/2020,VA
8/18/2020,WA
8/18/2020,WV
8/18/2020,WI
8/18/2020,WY
8/19/2020,AL
8/19/2020,AK
8/19/2020,AZ
8/19/2020,AR
8/19/2020,CA
8/19/2020,CO
8/19/2020,CT
8/19/2020,DE
8/19/2020,DC
8/19/2020,FL
8/19/2020,GA
8/19/2020,HI
8/19/2020,ID
8/19/2020,IL
8/19/2020,IN
8/19/2020,IA
8/19/2020,KS
8/19/2020,KY
8/19/2020,LA
8/19/2020,ME
8/19/2020,MD
8/19/2020,MA
8/19/2020,MI
8/19/2020,MN
8/19/2020,MS
8/19/2020,MO
8/19/2020,MT
8/19/2020,NE
8/19/2020,NV
8/19/2020,NH
8/19/2020,NJ
8/19/2020,NM
8/19/2020,NY
8/19/2020,NC
8/19/2020,ND
8/19/2020,OH
8/19/2020,OK
8/19/2020,OR
8/19/2020,PA
8/19/2020,RI
8/19/2020,SC
8/19/2020,SD
8/19/2020,TN
8/19/2020,TX
8/19/2020,UT
8/19/2020,VT
8/19/2020,VA
8/19/2020,WA
8/19/2020,WV
8/19/2020,WI
8/19/2020,WY
8/20/2020,AL
8/20/2020,AK
8/20/2020,AZ
8/20/2020,AR
8/20/2020,CA
8/20/2020,CO
8/20/2020,CT
8/20/2020,DE
8/20/2020,DC
8/20/2020,FL
8/20/2020,GA
8/20/2020,HI
8/20/2020,ID
8/20/2020,IL
8/20/2020,IN
8/20/2020,IA
8/20/2020,KS
8/20/2020,KY
8/20/2020,LA
8/20/2020,ME
8/20/2020,MD
8/20/2020,MA
8/20/2020,MI
8/20/2020,MN
8/20/2020,MS
8/20/2020,MO
8/20/2020,MT
8/20/2020,NE
8/20/2020,NV
8/20/2020,NH
8/20/2020,NJ
8/20/2020,NM
8/20/2020,NY
8/20/2020,NC
8/20/2020,ND
8/20/2020,OH
8/20/2020,OK
8/20/2020,OR
8/20/2020,PA
8/20/2020,RI
8/20/2020,SC
8/20/2020,SD
8/20/2020,TN
8/20/2020,TX
8/20/2020,UT
8/20/2020,VT
8/20/2020,VA
8/20/2020,WA
8/20/2020,WV
8/20/2020,WI
8/20/2020,WY
8/21/2020,AL
8/21/2020,AK
8/21/2020,AZ
8/21/2020,AR
8/21/2020,CA
8/21/2020,CO
8/21/2020,CT
8/21/2020,DE
8/21/2020,DC
8/21/2020,FL
8/21/2020,GA
8/21/2020,HI
8/21/2020,ID
8/21/2020,IL
8/21/2020,IN
8/21/2020,IA
8/21/2020,KS
8/21/2020,KY
8/21/2020,LA
8/21/2020,ME
8/21/2020,MD
8/21/2020,MA
8/21/2020,MI
8/21/2020,MN
8/21/2020,MS
8/21/2020,MO
8/21/2020,MT
8/21/2020,NE
8/21/2020,NV
8/21/2020,NH
8/21/2020,NJ
8/21/2020,NM
8/21/2020,NY
8/21/2020,NC
8/21/2020,ND
8/21/2020,OH
8/21/2020,OK
8/21/2020,OR
8/21/2020,PA
8/21/2020,RI
8/21/2020,SC
8/21/2020,SD
8/21/2020,TN
8/21/2020,TX
8/21/2020,UT
8/21/2020,VT
8/21/2020,VA
8/21/2020,WA
8/21/2020,WV
8/21/2020,WI
8/21/2020,WY
8/22/2020,AL
8/22/2020,AK
8/22/2020,AZ
8/22/2020,AR
8/22/2020,CA
8/22/2020,CO
8/22/2020,CT
8/22/2020,DE
8/22/2020,DC
8/22/2020,FL
8/22/2020,GA
8/22/2020,HI
8/22/2020,ID
8/22/2020,IL
8/22/2020,IN
8/22/2020,IA
8/22/2020,KS
8/22/2020,KY
8/22/2020,LA
8/22/2020,ME
8/22/2020,MD
8/22/2020,MA
8/22/2020,MI
8/22/2020,MN
8/22/2020,MS
8/22/2020,MO
8/22/2020,MT
8/22/2020,NE
8/22/2020,NV
8/22/2020,NH
8/22/2020,NJ
8/22/2020,NM
8/22/2020,NY
8/22/2020,NC
8/22/2020,ND
8/22/2020,OH
8/22/2020,OK
8/22/2020,OR
8/22/2020,PA
8/22/2020,RI
8/22/2020,SC
8/22/2020,SD
8/22/2020,TN
8/22/2020,TX
8/22/2020,UT
8/22/2020,VT
8/22/2020,VA
8/22/2020,WA
8/22/2020,WV
8/22/2020,WI
8/22/2020,WY
8/23/2020,AL
8/23/2020,AK
8/23/2020,AZ
8/23/2020,AR
8/23/2020,CA
8/23/2020,CO
8/23/2020,CT
8/23/2020,DE
8/23/2020,DC
8/23/2020,FL
8/23/2020,GA
8/23/2020,HI
8/23/2020,ID
8/23/2020,IL
8/23/2020,IN
8/23/2020,IA
8/23/2020,KS
8/23/2020,KY
8/23/2020,LA
8/23/2020,ME
8/23/2020,MD
8/23/2020,MA
8/23/2020,MI
8/23/2020,MN
8/23/2020,MS
8/23/2020,MO
8/23/2020,MT
8/23/2020,NE
8/23/2020,NV
8/23/2020,NH
8/23/2020,NJ
8/23/2020,NM
8/23/2020,NY
8/23/2020,NC
8/23/2020,ND
8/23/2020,OH
8/23/2020,OK
8/23/2020,OR
8/23/2020,PA
8/23/2020,RI
8/23/2020,SC
8/23/2020,SD
8/23/2020,TN
8/23/2020,TX
8/23/2020,UT
8/23/2020,VT
8/23/2020,VA
8/23/2020,WA
8/23/2020,WV
8/23/2020,WI
8/23/2020,WY
8/24/2020,AL
8/24/2020,AK
8/24/2020,AZ
8/24/2020,AR
8/24/2020,CA
8/24/2020,CO
8/24/2020,CT
8/24/2020,DE
8/24/2020,DC
8/24/2020,FL
8/24/2020,GA
8/24/2020,HI
8/24/2020,ID
8/24/2020,IL
8/24/2020,IN
8/24/2020,IA
8/24/2020,KS
8/24/2020,KY
8/24/2020,LA
8/24/2020,ME
8/24/2020,MD
8/24/2020,MA
8/24/2020,MI
8/24/2020,MN
8/24/2020,MS
8/24/2020,MO
8/24/2020,MT
8/24/2020,NE
8/24/2020,NV
8/24/2020,NH
8/24/2020,NJ
8/24/2020,NM
8/24/2020,NY
8/24/2020,NC
8/24/2020,ND
8/24/2020,OH
8/24/2020,OK
8/24/2020,OR
8/24/2020,PA
8/24/2020,RI
8/24/2020,SC
